,Shot rate,002.Opening  time [s],009. Plasticizing  time [s],008.Filling  time [s],015.Peak  value Inj.  Pressure  [psi],016. Change- over Inj.  Pressure  [psi],012.Min.melt  cushion [in],014.Volume  for end HP  [in],111.Cooling  time [s],112.Holding  pressure  time [s],092.Peak  value  Holding  pressure  [psi],136.Injection  volume [in],056.current  time [s],machine_id,order,datetime,filepath,group_id
121,6216,13.35,42.47,4.14,2064.0,2060.0,1.09,1.1,49.73,9.45,1205.0,12.26,2.41,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
122,6217,13.3,40.5,4.14,2023.0,2023.0,1.1,1.13,48.65,9.45,1204.0,12.24,2.43,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
123,6218,13.3,39.42,4.14,2071.0,2073.0,1.13,1.18,50.15,9.45,1205.0,12.21,2.44,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
124,6219,13.4,40.93,4.14,2041.0,2038.0,1.14,1.2,53.2,9.45,1204.0,12.2,2.46,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
125,6220,13.49,43.94,4.14,2073.0,2071.0,1.14,1.2,52.7,9.45,1204.0,12.2,2.47,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
126,6221,13.52,43.4,4.14,2091.0,2089.0,1.14,1.2,52.21,9.45,1204.0,12.2,2.49,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
127,6222,13.36,42.89,4.14,2093.0,2087.0,1.11,1.13,48.99,9.45,1204.0,12.23,2.51,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
128,6223,13.13,39.74,4.14,2064.0,2067.0,1.16,1.22,52.95,9.45,1204.0,12.18,2.52,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
129,6224,13.3,43.81,4.14,2104.0,2102.0,1.13,1.17,49.67,9.45,1205.0,12.21,2.55,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
130,6225,13.32,40.44,4.15,2164.0,2161.0,1.18,1.23,51.64,9.45,1204.0,12.15,2.56,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
131,6226,13.27,42.4,4.14,2048.0,2046.0,1.1,1.13,48.68,9.45,1205.0,12.24,2.58,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
132,6227,13.42,39.49,4.14,2028.0,2020.0,1.1,1.14,54.15,9.45,1204.0,12.24,3.0,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
133,6228,13.53,44.87,4.14,2073.0,2070.0,1.13,1.19,53.4,9.45,1205.0,12.21,3.01,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
134,6229,13.34,44.05,4.14,2060.0,2058.0,1.12,1.17,52.84,9.45,1204.0,12.22,3.03,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
135,6230,13.31,43.6,4.14,2078.0,2074.0,1.12,1.17,49.54,9.45,1204.0,12.22,3.05,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
136,6231,13.31,40.32,4.14,2054.0,2054.0,1.16,1.23,53.07,9.45,1204.0,12.19,3.06,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
137,6232,13.22,43.83,4.14,2070.0,2067.0,1.16,1.22,53.44,9.45,1204.0,12.18,3.08,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
138,6233,13.42,44.26,4.14,2055.0,2054.0,1.12,1.17,49.49,9.45,1204.0,12.21,3.1,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
139,6234,13.31,40.2,4.14,2096.0,2091.0,1.14,1.2,54.28,9.45,1204.0,12.2,3.11,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:16:13,./test_data2/imm2_6234.xls,2
140,6055,13.25,40.91,4.14,2118.0,2113.0,1.1,1.1,48.08,9.45,1205.0,12.24,22.19,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
141,6056,13.27,38.91,4.14,2081.0,2084.0,1.09,1.12,47.52,9.45,1204.0,12.25,22.2,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
142,6057,13.25,38.33,4.15,2113.0,2109.0,1.15,1.19,48.1,9.45,1204.0,12.19,22.22,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
143,6058,13.26,38.92,4.14,2080.0,2075.0,1.09,1.11,47.47,9.45,1204.0,12.26,22.23,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
144,6059,13.31,38.29,4.15,2120.0,2118.0,1.14,1.18,49.97,9.45,1205.0,12.21,22.25,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
145,6060,13.24,40.76,4.15,2109.0,2106.0,1.14,1.18,47.39,9.45,1204.0,12.2,22.26,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
146,6061,13.14,38.2,4.15,2141.0,2139.0,1.15,1.19,47.55,9.45,1204.0,12.19,22.28,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
147,6062,13.13,38.43,4.14,2109.0,2106.0,1.14,1.18,47.97,9.45,1204.0,12.2,22.29,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
148,6063,13.29,38.85,4.14,2089.0,2090.0,1.11,1.14,50.58,9.45,1205.0,12.23,22.31,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
149,6064,13.2,41.36,4.15,2128.0,2125.0,1.18,1.23,49.96,9.45,1204.0,12.16,22.33,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
150,6065,13.16,40.81,4.15,2116.0,2118.0,1.13,1.18,49.75,9.45,1204.0,12.21,22.34,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
151,6066,13.21,40.62,4.15,2135.0,2138.0,1.18,1.22,50.42,9.45,1204.0,12.16,22.36,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
152,6067,13.22,41.25,4.14,2131.0,2128.0,1.15,1.2,50.71,9.45,1204.0,12.19,22.37,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
153,6068,13.19,41.54,4.15,2142.0,2138.0,1.15,1.19,49.92,9.45,1204.0,12.19,22.39,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
154,6069,13.39,40.76,4.15,2164.0,2161.0,1.14,1.18,47.92,9.45,1204.0,12.2,22.41,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
155,6070,13.18,38.65,4.15,2126.0,2126.0,1.17,1.22,49.99,9.45,1204.0,12.17,22.42,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
156,6071,13.18,40.84,4.14,2126.0,2122.0,1.17,1.2,49.26,9.45,1205.0,12.17,22.44,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
157,6072,13.37,40.11,4.15,2154.0,2142.0,1.12,1.15,50.16,9.45,1205.0,12.22,22.45,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
158,6073,13.31,40.91,4.15,2128.0,2122.0,1.14,1.19,47.21,9.45,1205.0,12.19,22.47,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
159,6074,13.25,38.03,4.15,2149.0,2144.0,1.09,1.12,47.77,9.45,1204.0,12.26,22.48,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 22:53:17,./test_data2/imm2_6074.xls,2
160,6135,13.33,37.68,4.14,2093.0,2090.0,1.1,1.13,47.8,9.45,1205.0,12.25,0.25,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
161,6136,13.37,38.58,4.14,2120.0,2119.0,1.14,1.18,47.33,9.45,1205.0,12.21,0.26,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
162,6137,13.22,38.09,4.14,2110.0,2112.0,1.17,1.22,51.06,9.45,1205.0,12.17,0.28,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
163,6138,13.19,41.89,4.14,2125.0,2122.0,1.16,1.2,48.3,9.45,1204.0,12.19,0.29,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
164,6139,13.31,39.16,4.15,2119.0,2116.0,1.12,1.14,47.38,9.45,1205.0,12.22,0.31,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
165,6140,13.24,38.19,4.15,2128.0,2126.0,1.15,1.19,47.16,9.45,1204.0,12.2,0.33,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
166,6141,13.22,37.98,4.14,2104.0,2103.0,1.11,1.13,49.82,9.45,1205.0,12.23,0.34,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
167,6142,13.34,40.64,4.15,2116.0,2113.0,1.15,1.19,47.74,9.45,1204.0,12.19,0.36,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
168,6143,13.22,38.51,4.15,2113.0,2107.0,1.16,1.2,49.87,9.45,1205.0,12.18,0.37,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
169,6144,13.27,40.7,4.14,2139.0,2141.0,1.13,1.15,46.61,9.45,1205.0,12.22,0.39,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
170,6145,13.18,37.45,4.14,2099.0,2096.0,1.11,1.13,47.57,9.45,1204.0,12.24,0.4,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
171,6146,13.18,38.42,4.14,2102.0,2102.0,1.13,1.18,47.28,9.45,1205.0,12.21,0.42,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
172,6147,13.38,38.13,4.14,2109.0,2104.0,1.14,1.19,47.78,9.45,1205.0,12.2,0.43,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
173,6148,13.32,38.52,4.14,2122.0,2119.0,1.17,1.22,47.67,9.45,1204.0,12.17,0.45,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
174,6149,13.37,38.45,4.14,2110.0,2110.0,1.15,1.18,49.03,9.45,1204.0,12.19,0.47,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
175,6150,13.33,39.8,4.15,2155.0,2147.0,1.18,1.22,50.9,9.45,1205.0,12.17,0.48,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
176,6151,13.25,41.69,4.15,2141.0,2135.0,1.17,1.21,47.86,9.45,1204.0,12.18,0.5,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
177,6152,13.31,38.7,4.14,2113.0,2112.0,1.12,1.15,47.42,9.45,1205.0,12.23,0.51,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
178,6153,13.13,38.23,4.14,2116.0,2118.0,1.15,1.19,50.25,9.45,1204.0,12.19,0.53,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
179,6154,13.25,41.13,4.14,2122.0,2120.0,1.12,1.14,47.69,9.45,1205.0,12.23,0.54,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 00:59:22,./test_data2/imm2_6154.xls,2
180,6075,13.23,38.58,4.14,2087.0,2084.0,1.14,1.19,49.48,9.45,1205.0,12.2,22.5,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
181,6076,13.3,40.3,4.15,2109.0,2110.0,1.13,1.17,51.08,9.45,1204.0,12.2,22.52,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
182,6077,13.29,41.85,4.15,2157.0,2154.0,1.19,1.23,49.75,9.45,1202.0,12.15,22.53,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
183,6078,13.41,40.54,4.15,2136.0,2133.0,1.17,1.23,49.71,9.45,1205.0,12.17,22.55,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
184,6079,13.2,40.44,4.14,2123.0,2122.0,1.12,1.13,48.46,9.45,1204.0,12.22,22.56,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
185,6080,13.32,39.29,4.14,2113.0,2115.0,1.14,1.19,49.6,9.45,1205.0,12.2,22.58,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
186,6081,13.28,40.37,4.15,2144.0,2141.0,1.18,1.22,51.32,9.45,1205.0,12.16,22.59,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
187,6082,13.18,42.11,4.15,2147.0,2142.0,1.18,1.23,50.0,9.45,1205.0,12.16,23.01,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
188,6083,13.29,40.84,4.15,2178.0,2174.0,1.19,1.24,50.92,9.45,1205.0,12.15,23.03,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
189,6084,13.26,41.71,4.15,2170.0,2171.0,1.19,1.24,51.35,9.45,1205.0,12.16,23.04,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
190,6085,13.27,42.14,4.15,2152.0,2148.0,1.17,1.2,50.17,9.45,1204.0,12.17,23.06,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
191,6086,13.3,40.97,4.15,2160.0,2161.0,1.15,1.17,48.01,9.45,1205.0,12.19,23.07,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
192,6087,13.26,38.79,4.15,2128.0,2125.0,1.15,1.19,50.95,9.45,1205.0,12.19,23.09,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
193,6088,13.26,41.75,4.15,2142.0,2144.0,1.15,1.18,48.18,9.45,1204.0,12.2,23.11,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
194,6089,13.29,38.98,4.14,2125.0,2118.0,1.14,1.18,50.58,9.45,1205.0,12.2,23.12,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
195,6090,13.3,41.37,4.14,2120.0,2119.0,1.14,1.17,47.41,9.45,1204.0,12.2,23.14,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
196,6091,13.31,38.18,4.15,2144.0,2141.0,1.13,1.17,48.56,9.45,1205.0,12.2,23.15,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
197,6092,13.27,39.34,4.15,2151.0,2149.0,1.17,1.22,51.48,9.45,1204.0,12.17,23.17,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
198,6093,13.37,42.3,4.14,2126.0,2125.0,1.13,1.17,48.31,9.45,1204.0,12.21,23.18,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
199,6094,13.26,39.06,4.15,2110.0,2110.0,1.11,1.14,48.72,9.45,1204.0,12.23,23.2,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-08 23:24:59,./test_data2/imm2_6094.xls,2
200,6255,13.14,42.8,4.14,2091.0,2084.0,1.12,1.17,50.95,9.45,1204.0,12.22,3.45,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
201,6256,13.28,41.83,4.14,2087.0,2083.0,1.11,1.15,48.45,9.45,1204.0,12.23,3.47,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
202,6257,13.28,39.27,4.14,2097.0,2094.0,1.12,1.17,49.15,9.45,1204.0,12.22,3.48,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
203,6258,13.26,39.96,4.14,2058.0,2057.0,1.14,1.19,50.18,9.45,1204.0,12.2,3.5,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
204,6259,13.41,40.99,4.14,2048.0,2049.0,1.1,1.14,48.83,9.45,1204.0,12.23,3.51,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
205,6260,13.28,39.59,4.14,2078.0,2078.0,1.13,1.18,42.93,9.45,1205.0,12.21,4.02,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
206,6261,13.36,33.69,4.14,2119.0,2116.0,1.14,1.17,47.87,9.45,1204.0,12.2,4.04,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
207,6262,13.41,38.61,4.14,2064.0,2062.0,1.07,1.09,47.41,9.45,1205.0,12.27,4.05,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
208,6263,13.35,38.16,4.14,2062.0,2057.0,1.08,1.11,47.57,9.45,1205.0,12.27,4.07,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
209,6264,13.27,38.33,4.14,2077.0,2074.0,1.15,1.19,47.26,9.45,1204.0,12.19,4.09,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
210,6265,13.34,38.04,4.14,2119.0,2120.0,1.13,1.17,48.75,9.45,1205.0,12.21,4.1,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
211,6266,13.44,39.5,4.14,2057.0,2046.0,1.13,1.18,52.56,9.45,1205.0,12.21,4.12,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
212,6267,13.32,43.3,4.14,2075.0,2073.0,1.13,1.18,49.08,9.45,1204.0,12.21,4.13,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
213,6268,13.3,39.86,4.14,2077.0,2077.0,1.12,1.16,48.28,9.45,1205.0,12.23,4.15,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
214,6269,13.2,39.06,4.14,2051.0,2046.0,1.11,1.16,49.02,9.45,1205.0,12.22,4.16,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
215,6270,13.32,39.87,4.14,2078.0,2074.0,1.15,1.2,51.28,9.45,1204.0,12.19,4.18,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
216,6271,13.46,42.05,4.14,2103.0,2096.0,1.17,1.24,52.13,9.45,1205.0,12.17,4.2,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
217,6272,13.42,42.84,4.14,2062.0,2060.0,1.14,1.19,51.22,9.45,1204.0,12.2,4.21,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
218,6273,13.25,41.95,4.14,2073.0,2070.0,1.13,1.18,52.03,9.45,1204.0,12.2,4.23,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
219,6274,13.35,42.84,4.14,2051.0,2049.0,1.13,1.19,48.91,9.45,1204.0,12.21,4.24,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 04:29:27,./test_data2/imm2_6274.xls,2
220,6235,13.35,45.06,4.14,2073.0,2071.0,1.14,1.2,52.42,9.45,1205.0,12.2,3.13,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
221,6236,13.36,43.17,4.14,2081.0,2083.0,1.13,1.18,49.94,9.45,1204.0,12.2,3.14,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
222,6237,13.43,40.67,4.14,2052.0,2051.0,1.1,1.14,49.73,9.45,1205.0,12.24,3.16,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
223,6238,13.35,40.42,4.14,2090.0,2090.0,1.13,1.2,52.99,9.45,1204.0,12.2,3.18,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
224,6239,13.3,43.75,4.14,2057.0,2054.0,1.09,1.11,49.7,9.45,1205.0,12.26,3.19,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
225,6240,13.34,40.48,4.14,2032.0,2031.0,1.07,1.11,51.27,9.45,1207.0,12.27,3.21,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
226,6241,13.22,42.01,4.14,2071.0,2065.0,1.14,1.21,51.58,9.45,1204.0,12.2,3.22,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
227,6242,13.4,42.38,4.14,2087.0,2087.0,1.15,1.21,53.69,9.45,1204.0,12.19,3.24,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
228,6243,13.35,44.4,4.14,2054.0,2055.0,1.12,1.18,52.06,9.45,1204.0,12.22,3.26,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
229,6244,13.28,42.81,4.14,2070.0,2070.0,1.15,1.2,53.58,9.45,1204.0,12.18,3.27,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
230,6245,13.28,44.37,4.14,2058.0,2058.0,1.11,1.15,48.67,9.45,1205.0,12.23,3.29,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
231,6246,13.27,39.45,4.14,2090.0,2091.0,1.14,1.2,51.97,9.45,1204.0,12.2,3.31,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
232,6247,13.35,42.77,4.14,2023.0,2019.0,1.09,1.14,53.18,9.45,1205.0,12.25,3.32,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
233,6248,13.43,43.93,4.14,2078.0,2077.0,1.14,1.19,49.76,9.45,1205.0,12.19,3.34,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
234,6249,13.36,40.48,4.14,2070.0,2070.0,1.16,1.22,52.41,9.45,1204.0,12.18,3.35,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
235,6250,13.21,43.17,4.14,2100.0,2100.0,1.16,1.21,52.34,9.45,1205.0,12.19,3.37,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
236,6251,13.38,43.18,4.14,2116.0,2113.0,1.13,1.17,49.39,9.45,1205.0,12.21,3.39,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
237,6252,13.24,40.13,4.14,2075.0,2074.0,1.12,1.16,49.13,9.45,1205.0,12.21,3.4,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
238,6253,13.36,39.93,4.14,2074.0,2070.0,1.1,1.14,52.62,9.45,1205.0,12.23,3.42,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
239,6254,13.18,43.38,4.14,2084.0,2081.0,1.15,1.2,51.95,9.45,1205.0,12.19,3.43,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 03:48:26,./test_data2/imm2_6254.xls,2
240,6295,13.35,39.29,4.14,2086.0,2084.0,1.13,1.19,49.69,9.45,1205.0,12.21,4.58,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
241,6296,13.36,40.44,4.14,2055.0,2048.0,1.12,1.18,50.85,9.45,1205.0,12.21,5.0,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
242,6297,13.37,41.59,4.14,2060.0,2060.0,1.14,1.2,52.59,9.45,1204.0,12.2,5.01,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
243,6298,13.25,43.34,4.14,2104.0,2107.0,1.15,1.19,51.85,9.45,1204.0,12.19,5.03,Battenfeld UNILOG B8,Order no.: 140839-100,2022-02-09 05:33:37,./test_data2/imm2_6314.xls,2
